Rack #,,Bag #,30,40,N,50,60,E,Area 1,Burial Number,Cluster #,Date,Previously Sampled,Notes,Initials,,,,,,,,
15,,-,200,210,N,30,40,E,SW,35.,,,,RIBS,GM,,,,,,,,
8,,-,200,210,N ,30,40,E ,SW,37.,,,,9 teeth; adult (some tissue),MBB,,,,,,,,
16,,-,200,210,N,30,40,E,SW,38.,,,,3 bones (foot) and tissue; UKN,MBB,,,,,,,,
16,,-,200,210,N,30,40,E,SW,39.,,,,rib fragments; adult,MBB,,,,,,,,
29,,,200,210,N,30,40,E,SW,39.,,,,SKIN FROM FOOT; UNK AGE,CIE,,,,,,,,
21,,-,200,210,N,30,40,E,SW,39.,,,,Powdered tissue sample,MBB,,,,,,,,
18,,,200,210,N,30,40,E,SW,40.,,,Yes,Tooth; UKN,AWA,,,,,,,,
22,,-,200,210,N,30,40,E,SW,41.,,,,SPIRT?,GM,,,,,,,,
5,,,200,210,N,30,40,E,SW,42.,,,Yes,8 teeth; child,MBB,,,,,,,,
22,,-,200,210,N,30,40,E,SW,43.,,,,HAIR IN SCLAP,GM,,,,,,,,
16,,-,200,210,N,30,40,E,SW,43.,,,,2 bone fragments; 4 teeth; child,MBB,,,,,,,,
26,,-,200,210,N,30,40,E,SW,43.,,,,1 bone fragment (mandible) and skin; child,MBB,,,,,,,,
5,,,200,210,N,30,40,E,SW,43.,,,,6 rib fragments; child,MBB,,,,,,,,
22,,-,200,210,N,30,40,E,SW,43.,,,,PIECES OF SKULL,GM,,,,,,,,
16,,-,200,210,N,30,40,E,SW,44.,,,,~7 ribs and fragments; child,MBB,,,,,,,,
9,,-,200,210,N,30,40,E,SW,44.,,,,8 broken teeth; adult ,MBB,,,,,,,,
19,,-,200,210,N,30,40,E,SW,44.,,,,2 bone fragments (tibia); child,MBB,,,,,,,,
12,,-,200,210,N,30,40,E,SW,46.,,,,7 TEETH; ADULT *1ST TUBE W/ #4 TEETH,CIE,,,,,,,,
16,,-,200,210,N,30,40,E,SW,46.,,,,2 bone fragments; UKN,MBB,,,,,,,,
1,,-,200,210,N,30,40,E,SW,47.,,,,9 teeth; adult,AWA,,,,,,,,
9,,-,200,210,N,30,40,E,SW,48.,,,,~14 broken teeth and fragments; child,MBB,,,,,,,,
,,7,200,210,N,30,40,E,SW,48.,,,,HAIR,GM,,,,,,,,
9,,-,200,210,N,30,40,E,SW,49.,,,,7 teeth; adult,MBB,,,,,,,,
,,7,200,210,N,30,40,E,SW,49.,,,,BRAIN,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,49.,,,,SCALP AND HAIR,GM,,,,,,,,
18,,,200,210,N,30,40,E,SW,50.,,,Yes,Tooth; adult,AWA,,,,,,,,
18,,,200,210,N,30,40,E,SW,52.,,,Yes,Broken tooth,AWA,,,,,,,,
14,,,200,210,N,30,40,E,SW,52.,,,,~6 rib fragments; adult,MBB,,,,,,,,
31,,,200,210,N,30,40,E,SW,52.,,,,Ribs; child,AWA,,,,,,,,
15,,-,200,210,N,30,40,E,SW,53.,,,,HAIR AND SCALP,GM,,,,,,,,
,,7,200,210,N,30,40,E,SW,54.,,,,SKIN AND EYE,GM,,,,,,,,
26,,-,200,210,N,30,40,E,SW,56.,,,,Scalp and hair; UKN,MBB,,,,,,,,
9,,-,200,210,N,30,40,E,SW,57.,,,,6 teeth; adult,MBB,,,,,,,,
15,,-,200,210,N,30,40,E,SW,58.,,,,RIBS,GM,,,,,,,,
5,,,200,210,N,30,40,E,SW,31,,,,~14 broken teeth; adult,MBB,,,,,,,,
22,,-,200,210,N,30,40,E,SW,31,,,,HAIR,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,31,,,Y,TEETH,GM,,,,,,,,
,,7,200,210,N,30,40,E,SW,35,,,,BONES,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,38,,,,VERTEBRA,GM,,,,,,,,
,,7,200,210,N,30,40,E,SW,41,,,,TISSUE INSIDE TIBIA,GM,,,,,,,,
21,,-,200,210,N,30,40,E,SW,41,,,,Powdered tooth sample,MBB,,,,,,,,
18,,,200,210,N,30,40,E,SW,42,,,Yes,Broken tooth; child,AWA,,,,,,,,
,,6,200,210,N,30,40,E,SW,42,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
26,,-,200,210,N,30,40,E,SW,43,,,,Tissue from between vertebrae; UKN,MBB,,,,,,,,
15,,-,200,210,N,30,40,E,SW,46,,,,FOOT BONE,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,46,,,,TEETH,GM,,,,,,,,
,,7,200,210,N,30,40,E,SW,55,,,,TEETH,GM,,,,,,,,
22,,-,200,210,N,30,40,E,SW,56,,,,TISSUE FROM MOUTH,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,57,,,,HAIR,GM,,,,,,,,
28,,-,Low #,High #,N/S,Low #,High #,E/W,Area,Burial #,,,,Skin from beard and eye; adult,MBB,,,,,,,,
,,7,UNK,UNK,UNK,UNK,UNK,UNK,SE,28?,,,,SKIN/TISSUE,GM,,,,,,,,
6,,-,,,,,,,1,,,,,12 teeth; adult,MBB,,,,,,,,
7,,,,,,,,,1,,,,,RIBS,GM,,,,,,,,
18,,,,,,,,,1,,,,,"Broken tooth; child ""M7""",AWA,,,,,,,,
7,,,,,,,,,3,,,,,PIECE OF LEG BONE,GM,,,,,,,,
,,7,,,,,,,NNW,,,,,RIBS,GM,,,,,,,,
,,7,,,,,,,NNW,,,,,FOOT TISSUE AND BONE,GM,,,,,,,,
,,7,,,,,,,NW,14.,,,,VERTEBRAE ,GM,,,,,,,,
,,7,,,,,,,NW,18.,,,,HAIR/BRAIN ??,GM,,,,,,,,
29,,,,,,,,,NW,34.,,,,SKIN FROM FOOT,GM,,,,,,,,
18,,,,,,,,,NW,14,,,Yes,Tooth,AWA,,,,,,,,
18,,,,,,,,,NW,15,,,,Tooth; child,AWA,,,,,,,,
5,,,,,,,,,NW,15 (5),,,Yes,2 teeth; adult,MBB,,,,,,,,
26,,-,,,,,,,NW,16 (4),,,,2 rib fragments; adult,MBB,,,,,,,,
26,,-,,,,,,,NW,26 (2),,,,Bones and tissue from foot; UKN,MBB,,,,,,,,
-,,2,,,,,,,NW,28,,,,VERTEBRA,CIE,,,,,,,,
22,,-,,,,,,,SE,1.,,,,SKIN/TISSUE?,GM,,,,,,,,
,,7,,,,,,,SE,6.,,,,"SCALP, HAIR, AND SKIN",GM,,,,,,,,
31,,,,,,,,,SE,8.,,,,"""#3 or 2; Muscle from face""",AWA,,,,,,,,
5,,,,,,,,,SE,8.,,,Yes,2 teeth; adult,MBB,,,,,,,,
20,,-,,,,,,,SE,8.,,,,Skin,AWA,,,,,,,,
7,,,,,,,,,SE,10.,,,,INTERNAL AND SKIN,GM,,,,,,,,
31,,,,,,,,,SE,10.,,,,Rib,AWA,,,,,,,,
8,,-,,,,,,,SE,10.,,,Yes,10 teeth; adult,MBB,,,,,,,,
26,,-,,,,,,,SE,12.,,,,Tissue from femur; UKN,MBB,,,,,,,,
22,,-,,,,,,,SE,13.,,,,BEARD,GM,,,,,,,,
23,,,,,,,,,SE,13.,,,,BONE POWDER,GM,,,,,,,,
11,,,,,,,,,SE,13.,,,,SKIN ?,GM,,,,,,,,
5,,,,,,,,,SE,13.,,,Yes,2 teeth; adult,MBB,,,,,,,,
8,,-,,,,,,,SE,14.,,,,7 teeth; adult,MBB,,,,,,,,
28,,-,,,,,,,SE,14.,,,,2 bones from foot and tissue; UKN,MBB,,,,,,,,
28,,-,,,,,,,SE,14.,,,,2 bones and tissue from foot; adult,MBB,,,,,,,,
1,,-,,,,,,,SE,15.,,,,15 teeth; adult,AWA,,,,,,,,
21,,-,,,,,,,SE,15.,,,,Powdered tooth sample,MBB,,,,,,,,
21,,-,,,,,,,SE,15.,,,,Powdered bone sample,MBB,,,,,,,,
18,,,,,,,,,SE,15.,,,Yes,"Tooth; adult; ""M8""",AWA,,,,,,,,
18,,,,,,,,,SE,16.,,,,Tooth fragments,AWA,,,,,,,,
18,,,,,,,,,SE,16.,,,Yes,"Tooth ""M9""",AWA,,,,,,,,
8,,-,,,,,,,SE,16.,,,,~8 broken teeth and fragments; adult,MBB,,,,,,,,
22,,-,,,,,,,SE,17.,,,,TISSUE/SKIN?,GM,,,,,,,,
,,7,,,,,,,SE,17.,,,,TEETH,GM,,,,,,,,
1,,-,,,,,,,SE,17.,,,,"9 teeth, pieces of jaw bone; child",AWA,,,,,,,,
13,,-,,,,,,,SE,18.,,,,5 teeth (some bone); adult,MBB,,,,,,,,
13,,-,,,,,,,SE,19.,,,,4 teeth; adult,MBB,,,,,,,,
21,,-,,,,,,,SE,20.,,,,Powdered tooth sample,MBB,,,,,,,,
21,,-,,,,,,,SE,21.,,,,Powdered tissue sample,MBB,,,,,,,,
18,,,,,,,,,SE,21.,,,Yes,Broken tooth; adult,AWA,,,,,,,,
21,,-,,,,,,,SE,22.,,,,Empty tube with dust residue,MBB,,,,,,,,
19,,-,,,,,,,SE,22.,,,,5 ribs; child,MBB,,,,,,,,
,,7,,,,,,,SE,23.,,,,EYES,GM,,,,,,,,
15,,-,,,,,,,SE,23.,,,,HAIR,GM,,,,,,,,
-,,2,,,,,,,SE,23.,,,,WOOD FRAGMENTS,CIE,,,,,,,,
21,,-,,,,,,,SE,24.,,,,Powdered tooth sample,MBB,,,,,,,,
5,,,,,,,,,SE,24.,,,Yes,2 teeth; adult,MBB,,,,,,,,
21,,-,,,,,,,SE,24.,,,,Empty tube with dust residue,MBB,,,,,,,,
,,7,,,,,,,SE,25.,,,,VERTEBRAE ,GM,,,,,,,,
15,,-,,,,,,,SE,25.,,,,TEETH- CHILD,GM,,,,,,,,
,,7,,,,,,,SE,25.,,,,REED FOR CARBON,GM,,,,,,,,
,,7,,,,,,,SE,25.,,,,CROSS SECTIONS OF LONG BONE,GM,,,,,,,,
26,,-,,,,,,,SE,26.,,,,3 bones and tissue (from arm); UKN,MBB,,,,,,,,
15,,-,,,,,,,SE,27.,,,,HUMOROUS,GM,,,,,,,,
12,,-,,,,,,,SE,27.,,,YES,1 TOOTH; ADULT * 2ND TUBE W/ #4 TEETH,CIE,,,,,,,,
18,,,,,,,,,SE,28.,,,Yes,"""Found Floating""; tooth; UKN",AWA,,,,,,,,
18,,,,,,,,,SE,28.,,,Yes,Tooth; adult,AWA,,,,,,,,
21,,-,,,,,,,SE,28.,,,,Powdered sample,MBB,,,,,,,,
,,7,,,,,,,SE,28.,,,,BRIAN,GM,,,,,,,,
26,,-,,,,,,,SE,29.,,,,Skin from face; UKN,MBB,,,,,,,,
7,,,,,,,,,SE,29.,,,,RIBS WITH TISSUE,GM,,,,,,,,
15,,-,,,,,,,SE,29.,,,,RIBS,GM,,,,,,,,
18,,,,,,,,,SE,30.,,,Yes,"Tooth, ""M10""",AWA,,,,,,,,
7,,,,,,,,,SE,30.,,,,MAXILLA AND SKIN,GM,,,,,,,,
25,,-,,,,,,,SE,30.,,,,5 ribs; sub-adult,MBB,,,,,,,,
5,,,,,,,,,SE,30.,,,Yes,2 teeth; adult,MBB,,,,,,,,
7,,,,,,,,,SE,31.,,,,MANDIBLE WITH TISSUE AND SKIN,GM,,,,,,,,
15,,-,,,,,,,SE,31.,,,,TEETH AND BRAIN,GM,,,,,,,,
5,,,,,,,,,SE,32.,,,,Brain and membrane from inside skull; UKN,MBB,,,,,,,,
9,,-,,,,,,,SE,32.,,,,5 teeth; adult (some tissue),MBB,,,,,,,,
-,,2,,,,,,,SE,32.,,,,FOOT; ADULT,CIE,,,,,,,,
19,,-,,,,,,,SE,33.,,,,Foot sample (tissue and bone); adult,MBB,,,,,,,,
25,,-,,,,,,,SE,33.,,,,3 rib fragments; sub-adult,MBB,,,,,,,,
18,,,,,,,,,SE,34.,,,,Scapula? UKN,AWA,,,,,,,,
15,,-,,,,,,,SE,34.,,,,RIBS,GM,,,,,,,,
26,,-,,,,,,,SE,35.,,,,Tissue from skull and jaw (muscle); UKN,MBB,,,,,,,,
15,,-,,,,,,,SE,35.,,,,HAIR,GM,,,,,,,,
9,,-,,,,,,,SE,36.,,,,16 teeth; adult (some tissue),MBB,,,,,,,,
15,,-,,,,,,,SE,36.,,,,TEETH,GM,,,,,,,,
-,,3,,,,,,,SE,36.,,,,SMALL TUBE W/ MUSCLE FROM JAW,CIE,,,,,,,,
8,,-,,,,,,,SE,36.,,,,6 teeth; adult,MBB,,,,,,,,
14,,,,,,,,,SE,37.,,,,~9 rib fragments; adult,MBB,,,,,,,,
21,,-,,,,,,,SE,37.,,,,Powdered bone sample,MBB,,,,,,,,
21,,-,,,,,,,SE,37.,,,,Powdered tooth sample,MBB,,,,,,,,
17,,-,,,,,,,SE,37.,,,,Empty tube with dust residue,MBB,,,,,,,,
17,,-,,,,,,,SE,39.,,,,Tissue sample,MBB,,,,,,,,
26,,-,,,,,,,SE,39.,,,,Tissue from vertebrae; UKN,MBB,,,,,,,,
18,,,,,,,,,SE,39.,,,Yes,Tooth; adult,AWA,,,,,,,,
16,,-,,,,,,,SE,40.,,,,1 femur; infant,MBB,,,,,,,,
26,,-,,,,,,,SE,40.,,,,Tissue (muscle and other); UKN,MBB,,,,,,,,
11,,,,,,,,,SE,40.,,,,SCALP AND HAIR,GM,,,,,,,,
17,,-,,,,,,,SE,40.,,,,Tissue sample,MBB,,,,,,,,
-,,2,,,,,,,SE,41.,,,,BRAIN,CIE,,,,,,,,
17,,-,,,,,,,SE,41.,,,,Tissue sample,MBB,,,,,,,,
-,,2,,,,,,,SE,41.,,,,"""REED FOR CARBON DATING""",CIE,,,,,,,,
25,,-,,,,,,,SE,42.,,,,10 rib fragments; infant,MBB,,,,,,,,
18,,,,,,,,,SE,42.,,,Yes,Tooth; adult,AWA,,,,,,,,
18,,,,,,,,,SE,42.,,,Yes,"Tooth ""M11""",AWA,,,,,,,,
17,,-,,,,,,,SE,43.,,,,Empty tube with dust residue,MBB,,,,,,,,
-,,3,,,,,,,SE,43.,,,,REED FOR CARBON DATING,CIE,,,,,,,,
18,,,,,,,,,SE,44.,,,,Tooth; adult,AWA,,,,,,,,
16,,-,,,,,,,SE,44.,,,,6 rib fragments; child,MBB,,,,,,,,
19,,-,,,,,,,SE,45.,,,,7 rib fragments; adult,MBB,,,,,,,,
1,,-,,,,,,,SE,45.,,,,17 teeth; adult,AWA,,,,,,,,
19,,-,,,,,,,SE,45.,,,,2 bones and tissue (hand); adult,MBB,,,,,,,,
9,,-,,,,,,,SE,46.,,,,14 broken teeth and fragments; child,MBB,,,,,,,,
18,,,,,,,,,SE,46.,,,Yes,"Tooth; adult ""M12""",AWA,,,,,,,,
21,,-,,,,,,,SE,46.,,,,Tissue sample,MBB,,,,,,,,
19,,-,,,,,,,SE,46.,,,,Jaw with teeth and tissue; child,MBB,,,,,,,,
17,,-,,,,,,,SE,47.,,,,Empty tube with dust residue,MBB,,,,,,,,
3,,-,,,,,,,SE,47.,,,,9 TEETH,GM,,,,,,,,
26,,-,,,,,,,SE,47.,,,,1 finger (bone and tissue); UKN,MBB,,,,,,,,
21,,-,,,,,,,SE,49.,,,,Tissue sample,MBB,,,,,,,,
15,,-,,,,,,,SE,52.,,,,BRAIN,GM,,,,,,,,
26,,-,,,,,,,SE,53.,,,,Tissue from arm; UKN,MBB,,,,,,,,
15,,-,,,,,,,SE,# ?,,,,RIBS,GM,,,,,,,,
17,,-,,,,,,,SE,08- 05,,,,Powdered tissue sample,MBB,,,,,,,,
5,,,,,,,,,SE,08- 05 ,,,,10 teeth; adult,MBB,,,,,,,,
18,,,,,,,,,SE,13,,,,Broken tooth,AWA,,,,,,,,
18,,,,,,,,,SE,15,,,Yes,Tooth fragments,AWA,,,,,,,,
26,,-,,,,,,,SE,16,,,,Skin from face; UKN,MBB,,,,,,,,
15,,-,,,,,,,SE,17,,,Y,TEETH,GM,,,,,,,,
25,,-,,,,,,,SE,19,,,,4 bone fragments (ribs); hair; child,MBB,,,,,,,,
26,,-,,,,,,,SE,2,,,,1 finger (bone and tissue); adult,MBB,,,,,,,,
25,,-,,,,,,,SE,20,,,,~4 bone fragments (face and skull); UKN,MBB,,,,,,,,
26,,-,,,,,,,SE,20,,,,Tissue from mouth; UKN,MBB,,,,,,,,
20,,-,,,,,,,SE,22,,,,Skin,AWA,,,,,,,,
26,,-,,,,,,,SE,24,,,,Tissue between vertebrae; UKN,MBB,,,,,,,,
25,,-,,,,,,,SE,29,,,,2 bone fragments; tissue sample; UKN,MBB,,,,,,,,
18,,,,,,,,,SE,29,,,Yes,Tooth; adult,AWA,,,,,,,,
26,,-,,,,,,,SE,30,,,,Scalp and hair; UKN,MBB,,,,,,,,
26,,-,,,,,,,SE,30-A,,,,Brain; UKN,MBB,,,,,,,,
15,,-,,,,,,,SE,30B,,,,TEETH,GM,,,,,,,,
28,,-,,,,,,,SE,30B,,,,1 bone (clavicle) and tissue; Child,MBB,,,,,,,,
20,,-,,,,,,,SE,31,,,,Skin,AWA,,,,,,,,
-,,2,,,,,,,SE,32,,,,"SKIN FROM ""CHEST?""",CIE,,,,,,,,
15,,-,,,,,,,SE,34,,,,SOFT TISSUE,GM,,,,,,,,
13,,-,,,,,,,SE,35,,,,7 teeth; adult,MBB,,,,,,,,
,,6,,,,,,,SE,37,,1998,,"SKIN, HAIR, TEETH, AND RIBS",GM,,,,,,,,
18,,,,,,,,,SE,37,,,,Broken tooth,AWA,,,,,,,,
,,6,,,,,,,SE,38,,,,TEETH,GM,,,,,,,,
18,,,,,,,,,SE,38,,,,Hair,AWA,,,,,,,,
18,,,,,,,,,SE,38-05,,,,Skin,AWA,,,,,,,,
18,,,,,,,,,SE,38?,,,Yes,Ribs,AWA,,,,,,,,
18,,,,,,,,,SE,39,,,,Brain,AWA,,,,,,,,
,,7,,,,,,,SE,40,,,,TIBUOLA,GM,,,,,,,,
11,,,,,,,,,SE,41,,,,SKIN ?,GM,,,,,,,,
1,,-,,,,,,,SE,41,,,,9 teeth; adult,AWA,,,,,,,,
26,,-,,,,,,,SE,41,,,,Skin from femur; UKN,MBB,,,,,,,,
14,,,,,,,,,SE,42,,,,2 rib fragments; adult,MBB,,,,,,,,
-,,2,,,,,,,SE,44,,,,LEG W/ TISSUE; INFANT,CIE,,,,,,,,
8,,-,,,,,,,SE,44-02,,,,10 teeth; adult,MBB,,,,,,,,
26,,-,,,,,,,SE,45,,,,Tissue; UKN,MBB,,,,,,,,
26,,-,,,,,,,SE,47,,,,Tissue from hand; UKN,MBB,,,,,,,,
26,,-,,,,,,,SE,48,,,,Scalp with hair; UKN,MBB,,,,,,,,
26,,-,,,,,,,SE,48,,,,Reed,MBB,,,,,,,,
28,,-,,,,,,,SE,48-01,,,,Tissue (skin and muscle) from leg; UKN,MBB,,,,,,,,
28,,-,,,,,,,SE,49-02,,,,Bone and tissue from hand; adult,MBB,,,,,,,,
28,,-,,,,,,,SE,50,,,,Skin from eyes and face (including eyebrows); UKN,MBB,,,,,,,,
-,,2,,,,,,,SE,50,,,,SKIN FROM CHEST,CIE,,,,,,,,
-,,2,,,,,,,SE,50-05,,,,HAIR,CIE,,,,,,,,
17,,-,,,,,,,SE,52,,,,Tissue sample,MBB,,,,,,,,
-,,3,,,,,,,SE,55-03,,,,UPPER FEMUR AND SOCKET; ADULT,CIE,,,,,,,,
14,,,,,,,,,SE,7,,,,1 bone (femur); infant,MBB,,,,,,,,
5,,,,,,,,,SE,8,,,Yes,Vertebrae; child,MBB,,,,,,,,
5,,,,,,,,,SE ,22.,,,,2 femur fragments; child,MBB,,,,,,,,
16,,-,,,,,,,SE ,44.,,,,1 bone fragment (radius); adult,MBB,,,,,,,,
5,,,,,,,,,SW,2.,,,,9 teeth; adult,MBB,,,,,,,,
18,,,,,,,,,SW,4.,,,,Broken tooth; child,AWA,,,,,,,,
5,,,,,,,,,SW,10.,,,,~8 broken teeth; child,MBB,,,,,,,,
5,,,,,,,,,SW,12.,,,,~6 rib fragments; child,MBB,,,,,,,,
16,,-,,,,,,,SW,16.,,,,5 rib fragments; adult,MBB,,,,,,,,
18,,,,,,,,,SW,20.,,,,Teeth; adult,AWA,,,,,,,,
17,,-,,,,,,,SW,22.,,,,Powdered tissue sample,MBB,,,,,,,,
-,,4,,,,,,,SW,22.,,,,6 TEETH; ADULT,CIE,,,,,,,,
-,,4,,,,,,,SW,27.,,,,SCALP AND HAIR,CIE,,,,,,,,
17,,-,,,,,,,SW,32.,,,,Powdered tissue sample,MBB,,,,,,,,
21,,-,,,,,,,SW,34.,,,,Powdered tissue sample,MBB,,,,,,,,
17,,-,,,,,,,SW,35.,,,,Powdered tissue sample,MBB,,,,,,,,
5,,,,,,,,,SW,36.,,,Yes,2 teeth; adult,MBB,,,,,,,,
-,,4,,,,,,,SW,38.,,,,EYE,CIE,,,,,,,,
-,,4,,,,,,,SW,38.,,,,RIB FRAGMENTS,CIE,,,,,,,,
-,,4,,,,,,,SW,38.,,,,WOOD FRAGMENTS AND SOIL?,CIE,,,,,,,,
18,,,,,,,,,SW,40.,,,Yes,Tooth; adult,AWA,,,,,,,,
15,,-,,,,,,,SW,42.,,,,TEETH,GM,,,,,,,,
16,,-,,,,,,,SW,43.,,,,4 rib fragments; child,MBB,,,,,,,,
15,,-,,,,,,,SW,44.,,,,TEETH,GM,,,,,,,,
15,,-,,,,,,,SW,48.,,,,SALT TISSUE,GM,,,,,,,,
15,,-,,,,,,,SW,50.,,,,RIBS,GM,,,,,,,,
21,,,,,,,,,SW,54.,,,,Powdered tissue sample,MBB,,,,,,,,
15,,-,,,,,,,SW,55.,,,,BRAIN,GM,,,,,,,,
15,,-,,,,,,,SW,55.,,,,BRAIN,GM,,,,,,,,
15,,-,,,,,,,SW,56.,,,,TISSUE FROM FACE,GM,,,,,,,,
21,,-,,,,,,,SW,59.,,,,Powdered tissue sample,MBB,,,,,,,,
17,,-,,,,,,,SW,10,,,,Empty tube with dust residue,MBB,,,,,,,,
21,,-,,,,,,,SW,11,,,,Powdered tissue sample,MBB,,,,,,,,
17,,-,,,,,,,SW,11,,,,Powdered tissue sample,MBB,,,,,,,,
25,,-,,,,,,,SW,12,,,,5 rib fragments; child,MBB,,,,,,,,
1,,-,,,,,,,SW,13,,,,13 teeth; child,AWA,,,,,,,,
26,,-,,,,,,,SW,17,,,,Soft tissue; UKN,MBB,,,,,,,,
28,,-,,,,,,,SW,2,,,,1 femur fragment and other bone; child,MBB,,,,,,,,
1,,-,,,,,,,SW,2-03,,,Yes,~8 teeth; adult,AWA,,,,,,,,
15,,-,,,,,,,SW,24 (8),,,,TEETH,GM,,,,,,,,
15,,-,,,,,,,SW,24-03,,,,RIBS,GM,,,,,,,,
15,,-,,,,,,,SW,24-03,,,,BRAIN,GM,,,,,,,,
15,,-,,,,,,,SW,26,,,,TISSUE FROM MOUTH,GM,,,,,,,,
15,,-,,,,,,,SW,27,,,,TEETH,GM,,,,,,,,
17,,-,,,,,,,SW,27,,,,Tooth fragments,MBB,,,,,,,,
21,,-,,,,,,,SW,28,,,,Brain sample,MBB,,,,,,,,
15,,-,,,,,,,SW,3,,,,CLAVICAL,GM,,,,,,,,
15,,-,,,,,,,SW,3,,,,RIBS,GM,,,,,,,,
15,,-,,,,,,,SW,32,,,,FEMUR,GM,,,,,,,,
17,,-,,,,,,,SW,34,,,,Empty tube with dust residue,MBB,,,,,,,,
15,,-,,,,,,,SW,34-2,,,,SOFT TISSUE,GM,,,,,,,,
31,,,,,,,,,SW,38-08,,,,"""#3 or 2; skin from head""",AWA,,,,,,,,
5,,,,,,,,,SW,39,,,,13 teeth; adult,MBB,,,,,,,,
13,,-,,,,,,,SW,4,,,,8 broken teeth fragments; adult,MBB,,,,,,,,
16,,-,,,,,,,SW,40,,,,1 rib fragment; sub-adult,MBB,,,,,,,,
16,,-,,,,,,,SW,40,,,,4 rib fragments; child,MBB,,,,,,,,
21,,-,,,,,,,SW,42,,,,Powdered tooth sample,MBB,,,,,,,,
15,,-,,,,,,,SW,43,,,,TISSUE,GM,,,,,,,,
16,,-,,,,,,,SW,43,,,,6 rib fragments; child,MBB,,,,,,,,
18,,,,,,,,,SW,44,,,,Radius,AWA,,,,,,,,
18,,,,,,,,,SW,44,,,,Brain,AWA,,,,,,,,
22,,-,,,,,,,SW,44-03,,,,MOUTH TISSUE,GM,,,,,,,,
18,,,,,,,,,SW,46,,,,Soft tissue from skull,AWA,,,,,,,,
18,,,,,,,,,SW,48,,,,Ribs,AWA,,,,,,,,
7,,,,,,,,,SW,5,,,,REED,GM,,,,,,,,
1,,-,,,,,,,SW,51,,,,Broken teeth,AWA,,,,,,,,
20,,-,,,,,,,SW,53,,,,"Eyes, tissue and skin from head",AWA,,,,,,,,
20,,-,,,,,,,SW,54,,,,Foot,AWA,,,,,,,,
21,,-,,,,,,,SW,54-04,,,,"1 tooth; adult (""Green #2"") - written on tube",MBB,,,,,,,,
5,,,,,,,,,SW,54-2,,,Yes,~8 broken teeth; adult,MBB,,,,,,,,
16,,-,,,,,,,SW,55,,,,~20 rib fragments; infant,MBB,,,,,,,,
5,,,,,,,,,SW,55,,,,Tissue from skull and hair; UKN,MBB,,,,,,,,
2,,-,,,,,,,SW,57,,,,11 teeth; adult,MBB,,,,,,,,
14,,,,,,,,,SW,57,,,,6 rib fragments; child (some tissue),MBB,,,,,,,,
13,,-,,,,,,,SW,57,,,,4 teeth; adult,MBB,,,,,,,,
18,,,,,,,,,SW,59,,,Yes,Tooth; child,AWA,,,,,,,,
21,,-,,,,,,,SW,59,,,,Powdered tissue from tibia,MBB,,,,,,,,
22,,-,,,,,,,SW,59-04,,,,TISSUE FROM FINGER,GM,,,,,,,,
22,,-,,,,,,,SW,6,,,,SKULL,GM,,,,,,,,
20,,-,,,,,,,SW,7,,,,Foot,AWA,,,,,,,,
16,,-,,,,,,,SW,9,,,,tissue fragments; UKN,MBB,,,,,,,,
22,,-,,,,,,,,1.,,,,RIBS ENTAMANBLE ,GM,,,,,,,,
22,,-,,,,,,,,1.,,,,SKIN FROM FOOT,GM,,,,,,,,
22,,-,,,,,,,,3.,,,,HAIR IN SCALP,GM,,,,,,,,
19,,-,,,,,,,,3.,,,,Foot sample and 2 broken tooth; child,MBB,,,,,,,,
19,,-,,,,,,,,3.,,,,7 rib fragments and other tissue; infant,MBB,,,,,,,,
18,,,,,,,,,,4.,,,,Tooth; adult,AWA,,,,,,,,
22,,-,,,,,,,,4.,,,,SKIN FROM FOOT,GM,,,,,,,,
16,,-,,,,,,,,6.,,,,6 skull fragments; 12 broken teeth; child,MBB,,,,,,,,
17,,-,,,,,,,,6.,,,,Tissue sample,MBB,,,,,,,,
17,,-,,,,,,,,7.,,,,Bone fragments,MBB,,,,,,,,
17,,-,,,,,,,,8.,,,,Tissue sample,MBB,,,,,,,,
16,,-,,,,,,,,8.,,,,7 rib fragments; child,MBB,,,,,,,,
27,,-,,,,,,,,9.,,,,Bone and tissue from foot; UKN,MBB,,,,,,,,
22,,-,,,,,,,,9.,,,,SKIN FROM FOOT,GM,,,,,,,,
15,,-,,,,,,,,10.,,,,TEETH- CHILD,GM,,,,,,,,
22,,-,,,,,,,,11.,,,,SKIN?,GM,,,,,,,,
2,,-,,,,,,,,11.,,,,~7 broken teeth and some bone; adult,MBB,,,,,,,,
25,,-,,,,,,,,11.,,,,Skin?,AWA,,,,,,,,
25,,-,,,,,,,,11.,,,,Rib; child,AWA,,,,,,,,
15,,-,,,,,,,,12.,,,,RIBS,GM,,,,,,,,
16,,-,,,,,,,,12.,,,,"""Rib #2 (diff)"" - Written on the tube; 1 rib and fragments; adult",MBB,,,,,,,,
12,,-,,,,,,,,16.,,,,5 TEETH AND TISSUE; ADULT,CIE,,,,,,,,
9,,-,,,,,,,,23.,,,,11 teeth; adult,MBB,,,,,,,,
